Artist,Lyrics
bruno-mars,Aint no rush so can you slow down
bruno-mars,she wanted someone that's perfect
lin-manuel-miranda,But then he shakes your hand and says
blink-182,I'm not worthy for a minute of your time
rihanna,I'm thinking in black and white
radiohead,I just want to be your lover
rihanna,You are waiting on the traffic jam to finish girl
adele,You drift into my head
nirvana,"Well, I'm half the man I used to be"
adele,But if she's not there and you're on your alone
adele,'Cause I love you When the rain is blowing in your face
britney-spears,I see that spark flashing in your eye
bruno-mars,"But show me show me show me tonight, yeah oh oh oh (x3)"
britney-spears,In your arms I finally breathe
lin-manuel-miranda,"Our man saw his future drip, dripping down the drain"
rihanna,I'mma let you take me higher
britney-spears,Next one on my hit list
michael-jackson,(You are the lady in my life)
lady-gaga,"""Who's that chick? who's that chick?"""
radiohead,Smacks you in the head
radiohead,"You bit me, bit me, bit me, ow"
lin-manuel-miranda,As you can see I have done nothing to provoke legal action
radiohead,If you take me there you'll get relief
adele,And I'm tired there ain't no room in my bed
britney-spears,Sometimes I think I know her
rihanna,"Ooh na na, what's my name"
adele,"Without falling to your feet But there's a side to you that I never knew, never knew"
rihanna,I still got my money
blink-182,"Yeah, we both sang, ""Why can't I get one kiss?"" We are forgotten young suburbia"
britney-spears,"When we fall in love for the first time Okay, the shoe is going on the other foot tonight,"
rihanna,I should just let you go on and do it
adele,Boy I'm tired of trying
adele,Face it all together Let the sky fall
blink-182,"I'll give you yours, I won't take mine"
blink-182,As I wait for your call
britney-spears,"And now you're out of sight, yeah"
britney-spears,"Outrageous, when I'm on the scene"
britney-spears,And give me a sign
britney-spears,Lock you up in my room
bruno-mars,Sayin (Ladies is pimps too) (3x)
rihanna,No one else gonna get it like that
britney-spears,And my body is mine
michael-jackson,I'd like to help you grow
rihanna,"All I wanna see you in is just skin, just skin"
lady-gaga,Stars in our eyes 'cause we're having a good time So happy I could die be your best friend
britney-spears,"Can't let go when I keep wondering Where are you now, what have you found"
lin-manuel-miranda,"Laughin' at my sister, 'cause she wants to form a harem I'm just sayin', if you really loved me, you would share him Ha"
michael-jackson,You pay the price of fame
michael-jackson,Then won't slap my face
nirvana,I feel stupid and contagious
blink-182,"Unpredictable, it was my mistake to stay here"
michael-jackson,Just Hold Me Baby And I'm
blink-182,Let's make this last forever
lin-manuel-miranda,And I'm drownin' in 'em Where are you taking me?
michael-jackson,You Really Turn Me On
lin-manuel-miranda,I'll tell the North that on January 1st
radiohead,And two and two always makes a five
nirvana,We could build a tree
bruno-mars,And put it in the air and sing I wanna be a billionaire so f***in' bad
adele,"Say it ain't so, say it ain't so"
lin-manuel-miranda,You said you were mine
bruno-mars,I'd catch a grenade for ya
adele,"When your heart ain't in it, and you're not satisfied"
rihanna,"No matter what I do, I'm no good without you"
radiohead,I will eat you alive
rihanna,"In a drop top, doin' hundred, y'all in my rear view mirror racin'"
britney-spears,"What I, what, what, what I'm going to"
lady-gaga,"One, two ya, the gears are shiftin'"
adele,Fed up of biding your time
lin-manuel-miranda,We laugh and we cry
lady-gaga,Which one you'll never tell
lady-gaga,'Cause you know that baby I I'm your biggest fan
adele,I don't regret a thing
britney-spears,"Just when you want it baby,baby,baby"
nirvana,I never know if I said
lin-manuel-miranda,I am not throwing away my shot
michael-jackson,And The Reason Why She Left Me
bruno-mars,"You'll tell me baby, baby please don't go away"
lady-gaga,Nothing to lose Don't call my name
blink-182,We were young and we're not growing up
rihanna,All the gyal pon the dance floor wantin' some more what
rihanna,"Come here rude boy, boy"
nirvana,"No I don't have a gun Memoria, memoria Load up on guns, bring your friends"
britney-spears,And all I want is one thing
lady-gaga,What do you think is the new thing?
rihanna,I got feelings but no hard ones
lady-gaga,I wrote you this lullaby
britney-spears,"Bring ya, bring ya to ya knees"
lady-gaga,Dum dum da da da
britney-spears,I'm a have to floss on you
blink-182,"And I'll smile and you'll wave, we'll pretend it's okay"
blink-182,Had my nuts attacked by rats
lin-manuel-miranda,A bunch of revolutionary manumission abolitionists?
bruno-mars,There's not a thing that I would change 'cause you're amazing
lin-manuel-miranda,"Hey yo, I'm just like my country"
adele,Lay me down (I can baby)
adele,Let the weight take me under
britney-spears,All you will have to is be Like a rocket
bruno-mars,So come and join us if you dare-dare
nirvana,(No I don't have a gun) And I swear that I don't have a gun
adele,There's so many shades of black
blink-182,And I keep pushing you away
blink-182,Is spinning off into outer space without you
nirvana,I'm a negative creep and I'm and I'm Daddy's little girl ain't a girl no more
lady-gaga,It's hard to even fathom which parts I should believe
michael-jackson,"The wise old owl, the big black crow"
radiohead,There's a gap where we meet
michael-jackson,They Follow Each Other On
lady-gaga,"You're black, white, beige, chola descent"
blink-182,Let's take a walk out on the pier
britney-spears,Not only you and me
michael-jackson,(And together we can make it all the way)
michael-jackson,Dom Sheldon is a cold man
britney-spears,"(Go crazy, yeah) Go crazy, oh"
lin-manuel-miranda,In New York you can be a new man Just you wait Alexander Hamilton We are waiting in the wings for you You could never back down
rihanna,And it's out of luck
britney-spears,(Hey hey hey) All my people on the floor let me see you dance
lin-manuel-miranda,Then we could prove that we're worth more than anyone bargained for Can I buy you a drink?
bruno-mars,Head to toe so player
rihanna,"Just take it on back, just take it on back babe"
adele,Send my love to your new lover
blink-182,Like when you're driving me crazy Hold on as we crash into the earth
radiohead,Your ears should be burning
bruno-mars,"If I lose you, baby"
radiohead,Little by little by hook or by crook
radiohead,I wish I was special
rihanna,Slipped into a peril that
rihanna,"I'm wondering will I, ever see another sunrise?"
rihanna,And I won't let it show
lady-gaga,Runnin' through the red lights
lin-manuel-miranda,"Overwhelm them with honesty This is the eye of the hurricane, this is the only"
michael-jackson,Girl don't take your love from me
lady-gaga,"Meet me, meet me baby in a safe place"
nirvana,"Hello, hello, hello, how low"
adele,"You left with no goodbye, not a single word was said"
rihanna,"Used to love you, used to love you"
rihanna,"Sun was shinin', I'm positive"
nirvana,Free I'm standing in your line
bruno-mars,"Walkin' with that troublesome guy"" But they're just afraid of something they can't understand"
adele,"And you played it, to the beat"
blink-182,It is a woken dream
lin-manuel-miranda,Burning the letters that might have redeemed you
britney-spears,"Oh baby, don't you wanna, dance up on me"
adele,I feel like my life is flashing by
nirvana,For all the reasons you had to die
britney-spears,Take it off (if I take it off)
nirvana,You can cough on me again
bruno-mars,"You better get get getaway, getaway darling"
blink-182,"He fucked a chick in the parking lot On and on, reckless abandon"
adele,"The scars of your love, they leave me breathless"
bruno-mars,"You know it, you know it Now slow it down for me baby"
rihanna,I drink to that (Cheers to the freakin' weekend
britney-spears,"Just fly, away (ay, ay)"
lady-gaga,"But baby, I just need one good one to stay Baby I'm bleedin', bleedin'"
radiohead,I'm played out and bleed to please you
adele,And wake up to your face against the morning sun
britney-spears,"Hit me baby one more time Oh baby, baby"
nirvana,"Hello, hello, hello, how low"
lin-manuel-miranda,In which I promise myself to realize the sweet enjoyment of partaking
michael-jackson,"We sing songs for the wishing, of those who are kissing"
rihanna,"And she flies it better You know me, in anticipation for precipitation"
lady-gaga,"Lord, show me the way"
nirvana,I've got a new complaint
rihanna,"I'm lost, you got me lookin' for the rest of me"
adele,Lay me down (I can baby)
lin-manuel-miranda,"What's your name, man? Alexander Hamilton"
rihanna,I never been a hater
nirvana,Saw it with my arm
lin-manuel-miranda,It takes and it takes and it takes
britney-spears,"Ohhhh, but can't you see what I see?"
lin-manuel-miranda,I am not throwing away my shot
radiohead,So why does this still hurt?
adele,"Excuse me first love, but we're through"
lin-manuel-miranda,"But your man has to answer for his words, Burr With his life? We both know that's absurd, sir Hang on, how many men died because Lee was inexperienced and ruinous? Okay, so we're doin' this Number nine Look 'em in the eye, aim no higher"
lin-manuel-miranda,I am unconscious of intentional error
adele,I won't face your fears
britney-spears,Come over here I got something to show you
rihanna,"Throw it, throw it up"
rihanna,I can't stand how much I need ya (I can't stand how much I need you)
rihanna,Your phone don't even ring
radiohead,I'd be crazy not to follow
radiohead,Rules and wisdom choke you
michael-jackson,And will the sun ever shine
michael-jackson,On my thought yeah yeah
rihanna,Y'all should know me well enough
britney-spears,"Can you feel me now? Oh,"
bruno-mars,"Stylin', whilen, livin' it up in the city"
michael-jackson,Tell Me Will You Hold Me
blink-182,But I know we can't stay the same
adele,And I threw us into the flames
rihanna,"Mmm, do what you gotta do, keep me up all night"
lady-gaga,Like a chime that flies
michael-jackson,I guess I learned my lesson much to soon
nirvana,One day when I was lost
lady-gaga,"I'm on the right track, baby"
rihanna,We gonna light up the night like shooting stars
nirvana,"I'm so excited, I can't wait to meet you there"
lin-manuel-miranda,Leave the battlefield waving Betsy Ross' flag higher?
blink-182,Smiling from ear to ear
michael-jackson,But What Is Love Girl
blink-182,An empty heart (replaced with paranoia)
adele,I call that home I wish I could lay down beside you
adele,"Yeah-see if I care, see if I stand firm or if I fall"
adele,Is we can break every low
radiohead,There'll be no more lies
lady-gaga,So just take my body
